Timestamp,Channel_1
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,232
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,232
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:32,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,92
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,0
2024-05-12 03:29:33,46
2024-05-12 03:29:33,224
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,232
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
2024-05-12 03:29:33,231
